,seller_id,seller_state
50,e546117ed9cafbc40239c0c78635c584,SP
51,d71d863e5ef30d94e440c11be17dcd8f,SP
52,0c7533c71df861ec58ad7ff999ed0e8d,SP
53,ef990a83bbea832f36ebe81376335aa8,SC
54,41e0fa5761c886a630994a55c12087e7,SP
55,0747d5bb69f0586cc869d8af4c50f93e,RJ
56,7d294cf9a6a69dc6a0c3e540fff0e039,SC
57,c89cf7c468a48af70aada384e722f9e2,RJ
58,b7ba853e9551f4558440881fd3e5c815,RS
59,13c2ed7698b3ca92dad49e849219da59,PR
60,cbbd5ae8f53de5f5097cd8217b529e24,SP
61,02ecc2a19303f05e59ce133fd923fff7,SP
62,c013e57c075a06e5b5c48ee03c525719,SP
63,55f7a3319d80f7fdf078b8f03e6725fe,SP
64,2d50d6282f8aa2257819a77bfaa0efe0,SP
65,b7e1750c1157341d2abd0251e07c186b,SP
66,b90e891671cffd9557f33a97dc523645,PR
67,a416b6a846a11724393025641d4edd5e,SP
68,7e93a43ef30c4f03f38b393420bc753a,SP
69,5206cc4bc2297c833e6061c49bf9c43f,SP
70,f410c8873029fcc3809b9df6d0b28914,SP
71,ef506c96320abeedfb894c34db06f478,SP
72,a13aaf2d2886ab9fb30fb9a920160b8f,SC
73,7299e27ed73d2ad986de7f7c77d919fa,MG
74,8a9260f2b0340411d6d2a56bcf4f7378,MG
75,dedcab67899479e4ea5dcc4eba47f587,SC
76,b2479f944e1b90cf8a5de1bbfde284d6,SP
77,7722b1df1b0e383e000397b2c11e3e19,SP
78,731ef20c231d9a7103a425e83fd91271,SC
79,78813699ffac347fe27dba345a5f1551,RS
80,3296662b1331dea51e744505065ae889,SP
81,411f3b52d857390502ee4e4d5ceabc2d,SP
82,bba3293d6f5d5af2f415e004e8b93ae3,SP
83,4e7c18b98d84e05cbae3ff0ff03846c2,SP
84,b56906f7fd1696e043f1bcce164c487b,SP
85,d650b663c3b5f6fb392b6326366efa9a,SP
86,669ae81880e08f269a64487cfb287169,SC
87,c2d70ce2c5d0a2eb75e78668236e6dc8,SP
88,674207551483fec113276b67b0d871ff,SP
89,abe42c5d03695b4257b5c6cbf4e6784e,RJ
90,1996942dc085d7773ba77a529b163cd0,SP
91,79b93a308a97792cf53ac75f46da00b5,RJ
92,7cf4ea70955b00d6b3c22542598e2715,SP
93,63ffcb71394dd8ea3872ed9ffda17c74,RJ
94,83353a83fd769dfafa4f21a72b15e3e5,SP
95,cda598c48d7c614bc1cad7d8ff6f0010,SP
96,d4910f1cdcfdabd48d6b316e395d4a23,SP
97,709e16e2b25c7474d980076c6bfc4806,SP
98,9dc79dd988ac42f4d56c340d7048420a,SP
99,276677b5d08786d5dce7c2149dcce48b,MG
100,9c4d31c7e46ab03a43fc06e3142afd4e,RJ
101,512d298ac2a96d1931b6bd30aa21f61d,RJ
102,422be4cc81a457fdb46f47edeb968ae5,SP
103,99cd94252748d2bdde08e17858233602,SP
104,698624c6632eeba1774924dbea24c700,SP
105,8bb48dc19fccaa8613b6229bf7f452a2,SP
106,ad87df7699e83b8a91822a4a0b765c3a,SP
107,d6b664fa0667064c6d76394e7848d790,SP
108,98f52e1020fe788c10c0418de4393fec,RJ
109,62760d278921b5f352461620d68a9cee,SP
110,eb72802c83dc7547529c9546d1a9b8ef,SP
111,3f9be91358837bff69df67edfa3e42e8,PR
112,1d4587203296c8f4ad134dc286fa6db0,SP
113,791cfcfe22fe4a771ece27f90017da92,SP
114,392f7f2c797e4dc077e4311bde2ab8ce,RN
115,0c8380b62e38e8a1e6adbeba7eb9688c,MG
116,37be5a7c751166fbc5f8ccba4119e043,SP
117,87d73636a3acf123e842bb890a4db036,SP
118,3d3ccf2b2f8134b10dce9dd446f0e075,SP
119,e24d3429d294b2eb200b064ebb035879,SP
120,44073f8b7e41514de3b7815dd0237f4f,DF
121,05ca864204d09595ae591b93ea9cf93d,SP
122,9d39404483343dd55c7ae254494d8388,SP
123,f9eda05b67bef472deaddbba84aca289,SC
124,75745ef7bc7d4f3ea3380f6f5303f514,DF
125,0692610d8abe24f287e9fae90ea0bbee,SP
126,7b07b3c7487f0ea825fc6df75abd658b,SP
127,99002261c568a84cce14d43fcffb43ea,MT
128,e5899683388855d3dabe8913bbe365de,SP
129,784ba75dd9d20200c4caed3d7a77141a,SP
130,099095b050cfe8eb1ddff5317587e96e,SP
131,0ad80de75c811326389cfb1daba7d45e,RJ
132,b9a03475e6447e631b6799ec8274800f,PR
133,ba6b4a237f92479743cf0ca06b67a9ac,RJ
134,ea00f977a203ff88adf7057cb7806998,SP
135,82e0a475a88cc9595229d8029273f045,SP
136,ad75519a07f039025e83795a4418470f,GO
137,34aefe746cd81b7f3b23253ea28bef39,PR
138,ed4acab38528488b65a9a9c603ff024a,SP
139,f0837c8d71434931d9e38e7b79234797,RS
140,fce62094ffe6a4009188ec44e681dfdd,SP
141,ebef8d8c92b4fd3226e5d407bbff21ac,SP
142,d73cbd89533ce8b041a9190241453ac8,MG
143,75a4764c108403a7a0575140cb22287c,RS
144,70c0fda4c313d87115644d39e62eec60,PE
145,ffcfefa19b08742c5d315f2791395ee5,PR
146,26e13b6ff5b641b329e5524241ee2c93,SP
147,0ade5cc4a305ed7093a23f68ca47519c,PR
148,fc59392d66ef99377e50356ee4f3b4e1,BA
149,b18dc380845b24038cfc48006478f099,SP
150,f22a247b79dd22ecd91dc8e3b2a1b07c,SP
151,889009a0ed0bb52c87819941192931b8,SP
152,ffc470761de7d0232558ba5e786e57b7,SP
153,4c498c7345e89aebad651544829beca0,SP
154,01bcc9d254a0143f0ce9791b960b2a47,GO
155,f021c962aaba8ef6eb527a9c2c8394d1,SC
156,024b564ae893ce8e9bfa02c10a401ece,SP
157,a513150f33f99a06569e9cd5c4bb889b,SP
158,c1dde11f12d05c478f5de2d7319ad3b2,SP
159,02f5837340d7eb4f653d676c7256523a,PR
160,7b98de631987e26dd6d803490c43a13c,PR
161,f12ff17ad8bbf01ec5c33b17e506649b,SP
162,a64e44665225d19dfc0277eeeaaccc57,SP
163,6a8a889bde935bafa76d7848782dfaf9,SP
164,42b6488f5b8246d9141712abd4b1b693,PR
165,d6cd01c59123df02fc226eadbadb5f89,SP
166,c8e135e7b21ecbc36c1153a29d2f5a06,SP
167,229c3efbfb0ea2058de4ccdfbc3d784a,MG
168,f9a02f1922d1de564392e656d82b3fda,SP
169,9523fb39dd240aa958e040f8183d64f3,SP
170,95ec4458365c4d11f452ccf538377619,SP
171,6ec1a01e866584bb679eb9b098345919,SP
172,f6122bc84774df1b372bdb3bb88ddb9f,SP
173,fa40cc5b934574b62717c68f3d678b6d,SP
174,623ad9d0c1e14bb5464a8c72bff7b4af,MG
175,c0098efcf800861dcae589affca31408,SP
176,a63bfbaa882c8f4542891b4e2246cc7f,RJ
177,48b6c3f4c6a93171da04b75313f2130f,SP
178,270d3ef21830ad0ecf3a6c53d08a533a,SP
179,89c127985a8b130cfa45c1d36764017a,SP
180,8b2492b7ff4468839593fafeed55bad9,RJ
181,1e9d5a33694bddb76316fd1f54734d20,MT
182,5e49e3a44bdeb5aab2684258bbd4f525,SC
183,8e34331b7eedd03be4e5d965c1956225,SP
184,aaed1309374718fdd995ee4c58c9dfcd,SC
185,11d4c477d09821164bca4f70a2eae031,SP
186,ff314fa6033cc68ec451c47aee2d6ba4,SP
187,d1c7fa84e48cfa21a0e595167c1c500e,RS
188,c7246702dc991a06d788120dc7544391,CE
189,e819bcfade7b5d88a27325eb6cfd62c5,SP
190,6d2f2e3b539480db1e0842b3a4e32e6e,SP
191,e88165a185134e13fdfc85d4fa654db8,SP
192,9e6229250fedbe05838fef417b74e7fb,SP
193,5abb8ea023c77787f2c15da891c8d384,SC
194,1d953075c2f0dd990bacf27b83b330f1,MG
195,817245bcc3badd82bbd222e0366951a6,SP
196,caa9bc43a9fe8cf9c564ddd8a03cc4a6,SP
197,615005a3ef192c00c6f0e977cee3d2bc,SP
198,1284de4ae8aa26997e748c851557cf0e,SP
199,5fd924b4836098a5be0ecf81ba054ce0,SP
200,7178f9f4dd81dcef02f62acdf8151e01,SC
201,8132b9bd16876e1b0f8808d43825dd48,SC
202,3f995f07c49d0d55a99d5c54957f7d81,SP
203,a6bd7d1ccdac48c6b33b28596b7eb122,PB
204,6650fcccd8cd2f7e55ffa524f30c4c59,SP
205,3db66a856d18a9cba7c9241fc5221c50,MG
206,8b181ee5518df84f18f4e1a43fe07923,SP
207,10ff823eda2b032e2c93d17a7d294736,SP
208,b4a476fbd28de64b1e347abf9089366a,SP
209,39c763cca83e654764b7a4a650fb9b7c,GO
210,dadc51ef321949ec9a3ab25cd902e23d,SP
211,83b08de96980757220871b31bf6cffca,RJ
212,14a08204d03bb6b6bde8029f801ae0eb,SP
213,bee36b4f9a2b9fdcaff6ec05df202ed0,SP
214,28872dc528e978a639754bc8c2ce5a4c,RS
215,c85d7b477a709c85a1e8b8f25aa1b270,SP
216,739c7d7be81f63812dea0d1b1451c651,PB
217,657969cca82e884d272385ec0ef06edd,RS
218,455befea1bb853c75ccbca94cff26e5c,RJ
219,800214c63934acd05d47e84214db8ba8,SC
220,5cf1ec37aea089f45110c70653a166ab,SP
221,0a82f5fb06a4fe4ac2cf7cb412ec71b8,SP
222,e45edf75f568ed2f93f78d060e246e25,RJ
223,3d621842b2ed28e2b474132480edac3c,SP
224,baf15155e37ef5492731459bdc05be8a,SP
225,c0aff2da32c17759d30b22fb0af6649d,SC
226,a17f621c590ea0fab3d5d883e1630ec6,SP
227,4deebb3199eeafb282ae33229144f94b,SP
228,9d69ba0a7a626a64dc5db08e529559cf,SP
229,f92d8c817434bd2d84d4e9c61322b7fa,SP
230,8ca5b19e0263150d2c57afdde2b3d011,SP
231,eec3469d83e142f9a104886655338c37,SP
232,55bb6fe5bebe5012e2d7d9928e1128ff,SP
233,d180e07dc1e58c31c3f0cd599dc4d945,MG
234,d6b1ce66b035a475f00c017792ff9769,SP
235,3aa3c89ae3cd482385568be76120f63c,GO
236,fe4cd9461203cee790d36792420b310f,MG
237,c3aad7dc65449ae90a5e9c3c6c1e78e0,SP
238,f5fea3ffed6c2e889bab72705557c63a,RJ
239,ececbfcff9804a2d6b40f589df8eef2b,SP
240,a254c682cc01e119f83530446f1df9a9,SP
241,830379336fad8c6f3b15a4a3ddb5c66e,SP
242,7d13fca15225358621be4086e1eb0964,SP
243,1b4c3a6f53068f0b6944d2d005c9fc89,SC
244,b92e3c8f9738272ff7c59e111e108d7c,MG
245,b8555308bfdb4ca1ed54325a58da9a97,SP
246,71593c7413973a1e160057b80d4958f6,SP
247,1dc2de47ee26a0a5b12dc14fd6dc0dea,SP
248,6c6e3d67f969468f3bfd33f827a31222,PR
249,66d5ae34537110d3affc56174dad2b2f,SP
250,781a66c0d89e30814d49fe8b5e14cd07,SP
251,a4bd6e9adf39b63f43dc545d3ca1f53d,RJ
252,f88adb15807168d3c43d71021090ce4a,SP
253,fa8d335d68129e464e60c1826a683e96,RS
254,f12d3c2a14729ae461b920c11fe20fdc,SP
255,4917cee8d902e13428c3ec4b1ca6f315,SC
256,741f8c587cb4248ebc5b779a0e8e0e51,SP
257,4bcec44888b30ba9001234c534716d3f,SP
258,a663d9c3797e90eac99ff60939416a56,SP
259,dff87e4de60c9736ce8df835951b09bc,SP
260,ac1ed5fc15901fbc92920361eb4ab350,SP
261,f9903dd0f812c7e771fcad47b6fff231,SC
262,ac9b01377919cdbd2a1bbb8d5837c70b,SP
263,5011f0d93373a4c5753adf58ca77af8d,SP
264,a4e634166243bbb3a13fa584463fa468,SP
265,50bf89f1349bc0409a268c3a49678009,SP
266,50c9975695009e5e6473912e83a6d1da,MG
267,42d4b7e70819438f5ada61c965e92d7e,GO
268,7aa4334be125fcdd2ba64b3180029f14,SP
269,b14db04aa7881970e83ffa9426897925,SP
270,fac1a9017ade7bdc94058fc1c969f355,SP
271,31ae0774c17fabd06ff707cc5bde005f,SP
272,f0ec6a2adb05c62655a26dd347b8dede,SP
273,cc1f04647be106ba74e62b21f358af25,SP
274,1099a00e0ee3a50935e6c2447ca090c5,RJ
275,3d700782d7818f2c1e0d7a9e9d75fc00,SP
276,a3e9a2c700480d9bb01fba070ba80a0e,SP
277,c3f5668699a1b04c0fa61ecea1e2bff6,PR
278,80f2cf9abf6b5a0e5c612b5eea6646e6,SP
279,516e7738bd8f735ac19a010ee5450d8d,RJ
280,4fe2f67634d00c021aa01f96b6f2d68e,PR
281,9f505651f4a6abe901a56cdc21508025,SP
282,17adeba047385fb0c67d8e90b4296d21,SP
283,7142540dd4c91e2237acb7e911c4eba2,SP
284,c04d70d515d15a7e3db3a73320598566,RJ
285,a3a38f4affed601eb87a97788c949667,SC
286,744dac408745240a2c2528fb1b6028f3,PR
287,9b013e03b2ab786505a1d3b5c0756754,SP
288,8b9d6eec4a7eb7d0f9d579ce0b38324d,RJ
289,38e679b9e0064cd94c6f035707344dae,PR
290,5444b12c82f21c923f2639ebc722c1ea,SP
291,83deb69e889cf80f82be1dc6d5f2d486,SC
292,54aa8463e87776b5612f4bdc4bd5d4de,MG
293,2e7ea2aafec5835e781b21d6d1faf1f1,SP
294,79ebd9a61bac3eaf882805ed4ecfa12a,PR
295,1cbd50a8c52e6cf8e315c5709fab386f,PR
296,e503f22be6a4f456d9851920a5d9c670,SP
297,88af55b4a7ca402b27df16f7c7c9b5d2,SP
298,5f3ae9136c875522250f8184f253413a,SP
299,b026643914f651e8371425e5b8a1e780,RJ
300,26af45f5dfd967225a832838aa4e24a3,PR
301,9dd459b29a14bf89d47183cf2cd0e4c7,SP
302,8e6d7754bc7e0f22c96d255ebda59eba,SP
303,e250d617a0ad591ba9bd663e584a895d,SP
304,92c8bc6e8f925792247656fed09aad65,SP
305,e53d5b9b29d1218281f4a907ada18626,PR
306,3ca08eeb8d5595949fed424bd3677742,PR
307,cbd996ad3c1b7dc71fd0e5f5df9087e2,SP
308,8daab2245ebdc277c51098d01c5ad8ef,SP
309,15b3b1b81484422eb41df68ac87f1f50,SP
310,e067ad2c1c0b48758eb1b5228bcf7a68,SP
311,f626e15b7314c267e4429010866f70e9,SP
312,f1fd5ab1181f827ffad998c1a5de7d74,PR
313,a7c88262832dfc683781d6a421edefae,SP
314,6b1c4d4d9ccf0be3d8544eb0e71e5318,RS
315,4e85b538b0dad58852641540686d0e14,SP
316,093805f8f2aeb63881444571e1f48f30,SP
317,5acd070dd3fe441bbb2ec1f1ede515ee,SP
318,3c010235b7345c92f125d14ee232a76b,PR
319,cb9fb4ca75d7ba8437480e8dde64fe98,SP
320,ce33c6211beaa8fef4cae8b52db39862,SP
321,081acf3de680d554796c9cf041be7bc2,MG
322,6989574bd97d9773f10d232b6c07da59,PR
323,535bf14f36346c7f59d87cece104d70c,RJ
324,8501d82f68d23148b6d78bb7c4a42037,SC
325,7f02656561b680def9986c0795a8a080,SP
326,57a834594e1e9e9219603bfec184eadc,RS
327,8fd3b4468f6425810648177996c14cbd,SP
328,6d803cb79cc31c41c4c789a75933b3c7,SP
329,5f2684dab12e59f83bef73ae57724e45,SP
330,713e3a23ca5e47786eb6f0d99f94cfac,PR
331,f97e2b0650c2068227e1d366140eb62f,SP
332,8b321bb669392f5163d04c59e235e066,SP
333,32f83ffe11cd40f7adcf4eef171f52d9,RS
334,76d64c4aca3a7baf218bf93ef7fa768d,PR
335,d06d019f72a04e5497a0b64190af170c,SP
336,ec80e49e69745ab6c14f984bf2149423,SP
337,f8f35af4634605e6693c17cc3ffff5a8,MG
338,004c9cd9d87a3c30c522c48c4fc07416,SP
339,3bdff180c7e1f6551a643b99c265a120,SP
340,6b89abe95848c850399130d149a39b63,GO
341,aced59e9b31ef866a94f9e7f29d8d418,SP
342,b4f8921fcc4ff77b66bea6dda43dcd51,RS
343,d2572f31e9023e9850ef986a636ff9bf,MG
344,c731d18cea9bf687ffee82a241c25b11,SC
345,3dc69bf2c42f0568a5c4791ec3fd3745,SP
346,d8d9567d0bfb0bc7eb845a205ba42657,SP
347,0daf5180aa44356f60f8effa533b55a2,GO
348,5194c22ed1f616ec0c0f33c571542879,MG
349,fe8055980a4ff7f64ed889c2b5926929,PR
350,c42fd8e4d47dfb18ce5222f2dd7752f9,SP
351,671585f5a2af58b6e276bc01003c0d2b,PR
352,2dd1fb6f0e42a2243b8a01e40cd41216,PR
353,a7c53f6b3b61adbdaa99dda97e8cbd56,SP
354,a11a0e0ca67423425691db355cff69b0,SP
355,5bffbafbb22daf6d3bfc216a46db8708,RJ
356,fc0b214b59a83615fea981c6424a02ae,SP
357,011b0eaba87386a2ae96a7d32bb531d1,SP
358,43753b27d77860f1654aa72e251a7878,BA
359,822b63912576852aea9a8436d72317b7,SP
360,a3fa18b3f688ec0fca3eb8bfcbd2d5b3,SP
361,5587130f9850696ed7fafbc91c2cee44,SP
362,9c1c0c36cd23c20897e473901a8fb149,SP
363,34a557286ead8fe75c989e0afcf7d98c,SP
364,c716e0b86ed568878475b60fbb6323ad,SP
365,455c5640e8c5bd1b2ee85c0158f85727,SC
366,87d30a6a0cbf89356e49324971ab1d24,SP
367,217f005bb37ff3aeef5b2ae1788e75ba,SP
368,cac4e0bc1a3269fa2b6ea5e763f6115b,SC
369,8ec76bb0965af3f007692b26fa9d6623,SC
370,aba1721a889e04decc910aa13b768ef4,SP
371,7238f877570096ae403c51898fa64566,SP
372,044668ccd5316b12a7cf0d54a156e3e9,SP
373,643c01d7c56a724bec0454f4780e8a3e,SC
374,cab85505710c7cb9b720bceb52b01cee,SP
375,312ba1d77e9c332ef21f9598b7f64cd7,SP
376,8c3b533c63cca56240f94f1e3a6b18ef,MG
377,1fdc574883ef3b33ad41562d93f3a74a,SP
378,9a03a4e9eb0b947652fae4f6121a3f5e,SP
379,33cbda8716511e27e556dff9d8418bf2,SC
380,6cd68b3ed6d59aaa9fece558ad360c0a,MG
381,3df020b72d3d44b3af9d110fa3940b65,SP
382,537eb890efff034a88679788b647c564,RJ
383,89de2d6f23e9746ff309705b23581faa,PR
384,c611f4ce9ce875bcc063fa97fd4d7d12,SP
385,4be2e7f96b4fd749d52dff41f80e39dd,AC
386,3bfba5a77604f6dfae7e6dd7aaf65821,PR
387,48fb026ed7455a42f5d3e9390ed5088e,RJ
388,0d33a55da925bbf1ff02af5f6059fc7f,SP
389,cea729054f157f5870bdd321a958d994,SP
390,955fee9216a65b617aa5c0531780ce60,SP
391,0f0c984a4a955310903b6b6008660bad,SP
392,f805b96fa705ba7995a221f1749dc141,PR
393,751bdc4d83a466c7206cd42e8f426b03,SP
394,2f4b0d3b9634b647d4edee577d7ebb7e,SP
395,ba5daa4041e1f15cdf34b76e3e18a450,SP
396,6e386f64c84e482f0b9abf960797ee1b,SP
397,83c465a786b06574376909b35ef6752a,SP
398,d93b8458c6fe139d85cfa5eadbf55bd2,SP
399,71592660bbcb6a4664e97b6f8b68babc,SP
400,6a53b90c3ad9e0b56d9fe5c69165fff5,PR
401,38f276ca6e7cc95a6d1bb55ac9e5550f,SP
402,eae9af4811c294c56795d70e715b7337,SP
403,039b29ff3b3473435d0cd59040575de9,SP
404,ac51cac5e20d69ff485a54746488ef48,SP
405,4221a7df464f1fe2955934e30ff3a5a1,BA
406,48e954b2da4f6a750c844173b347ed40,RS
407,fc4751cfe3b279c419615b9b00c1abb4,PR
408,e1a210d482714ce337763a19aef94ba4,PR
409,085f6f7e049c996695fb2074fe38d45e,SP
410,34675b28b826facfde119785bf287dc1,PR
411,7d7866a99a8656a42c7ff6352a433410,SP
412,5a93f3ab0ef4c84ed5e1b5dbf23978bc,SP
413,64cc804291f90c81f02bfc2bb58ff55a,PR
414,5f57db27027655e6c6a391601daa0258,ES
415,e1b12447a7563944843191754aeb5562,SP
416,2f3d8b4c9e2ee165075331fea3f3095a,SC
417,1fe5540d7c1c37a595fefbacd5570d9e,RJ
418,d3f39f05462b79a4562d35893a28f159,SP
419,528ce32f560edd11add4169f6a5b65be,SP
420,b86a47b3366e3b5424a7b225781f4908,MG
421,0176f73cc1195f367f7b32db1e5b3aa8,SP
422,01cf7e3d21494c41fb86034f2e714fa1,PR
423,ceaec5548eefc6e23e6607c5435102e7,SP
424,c8771b1a10bb99bb34d3c459c5cffb53,SP
425,2d42ebcda99fd55f6f4bc2f1ca035d50,GO
426,e9bc59e7b60fc3063eb2290deda4cced,PR
427,13d95f0f6f73943d4ceffad0fc2cd32c,GO
428,6f229cc508fc6915ed5c499efd93baa4,RJ
429,83f2b4881141ce3fcd4e985125d3279e,SP
430,c8c1bea22194a4eefa2dc9a9fa89f536,SC
431,b0b346d3a89f5eb4c2968af3f083cd43,SP
432,a0415d9b25ede3c4b1e477e9916ffc03,RJ
433,3dfd3dc96f7f8598eca74e9ac8a2fa31,SP
434,e5545d4d4473876ea78c5bcebca365c3,SP
435,fa1a9dec3a9940c072684a46728bf1fc,SC
436,6ddc28b61be28373b4503a1f61cf98a9,SP
437,c5ebe6598748b0aeaa61cfb820478b92,RS
438,5670f4db5b62c43d542e1b2d56b0cf7c,SP
439,e1c76f339ebd5460999f25a2aa8c92c5,SP
440,cb8bcce248bb1fb274ba762d8b971456,MG
441,6524b847b982cd56bb5d4b02b776ee42,SP
442,610f72e407cdd7caaa2f8167b0163fd8,SP
443,b6d44737c043328708f6749c2dbe50bd,SP
444,972d0f9cf61b499a4812cf0bfa3ad3c4,SC
445,8c91bfea4263b8fba54081460693e2a1,RS
446,38af8acfd46ac4a7bf754e8ca6736664,SP
447,d90fe2229fee1a5da999ccd0c06c1667,SP
448,75fdd0a732287f9497b179f6bd445d32,SP
449,5b2e94f2c22b39ccc24d34ad0f669672,SP
450,9ac75591b69c3402684b6ce0310f22ee,SP
451,e5bd51692380fd8cabb19b756b95e714,SP
452,cfb1a033743668a192316f3c6d1d2671,SP
453,adcf50477d6a1f5d91bb9d54c4903cb5,MG
454,8476243f92442881ddd5b578975cf115,RS
455,f2336e113377dd21c744d9c4fc8293a9,SP
456,f25e239052084705e17a982bc600ab2a,SP
457,714b9a1332840f257b49f476bea4e341,SP
458,89d9a386b0b6e5fc8403071b03f7206a,SP
459,bd15ee794d5e640d9dd71b665b2ab15b,SP
460,f326006815956455b2859abd58fe7e39,SP
461,bac692d6c0ed08467878018e6cc9c26c,SC
462,6a51fc556dab5f766ced6fbc860bc613,SP
463,a90a5da8b09e44264a177c0374a5ac87,PR
464,ea6b12bf9ffe2bac34602ec631d97a47,SP
465,dc64d75cc406bb0697be983831430e60,MG
466,fa7ad8ae9bcb2c4493fdf38e96b1d74f,SP
467,d1ef48b38baca7e831711c4a0aeb398f,PR
468,67e43d802fde8cfd3f9580124f8167d1,SP
469,f18112da765e0971ca5d510dec322bdd,SC
470,259f7b5e6e482c230e5bfaa670b6bb8f,SP
471,dd7ddc04e1b6c2c614352b383efe2d36,SP
472,f457c46070d02cadd8a68551231220dd,PR
473,5962468f885ea01a1b6a97a218797b0a,PR
474,1f50f920176fa81dab994f9023523100,SP
475,2b1a40c1daabc6ca280c4b815c101841,MG
476,26b482dccfa29bd2e40703ba45523702,SP
477,f356c348fbc8df6a882823e21f5ce8b7,RS
478,2ba91c7ad80ff88b23b7db823b43c233,SP
479,3d0cd21d41671c46f82cd11176bf7277,SC
480,d93919c944be9cff128f6c9cb899eacb,SP
481,f7ba60f8c3f99e7ee4042fdef03b70c4,SP
482,0ee4fb99ac55ffbbc98795aa01b7f8fa,SP
483,c5f7e746b7e6d07def6c0dae9903279b,PR
484,2d20f1cd18725c91147da0791d498022,PR
485,002100f778ceb8431b7a1020ff7ab48f,SP
486,70f84699be677ec988d1fa824aef7d90,MG
487,5bc24d989e71e93c33e50a7782431b0e,MG
488,36f98ad67cc981f50ce8aed093d5783c,PR
489,70ee69419916dc13e3aed619061f996c,SP
490,6eb94e1466490d327a09abf8f3552a50,SP
491,8ff1a9df749e454105c55cda13e79143,SP
492,c4fabeea6e569d42d02993bb1f4f1cbc,CE
493,5236605f4d4b0b3e4df85b850393fca0,SP
494,45c20d94d9171b0bcfab3c955e47d67b,SP
495,5bc237df65098fe211bb4818f4d26d78,MG
496,6a38087bc8ad4f89ff453561005f6dea,GO
497,4e5725ba188db8252977a4f0227bd462,SP
498,e4f121bf6ef8b9a1d4d3e65dd0473fab,SP
499,eebb3372362aa9a46975164bed19a7e7,SP
500,2ec6e37d992a95eaddb3369dcbcc76d9,RS
501,f84a00e60c73a49e7e851c9bdca3a5bb,RJ
502,e5a38146df062edaf55c38afa99e42dc,SP
503,80cfd480be3eb6d6267139f5cb793555,SP
504,62c50c1af4dfdc4149d25c5222043d39,SP
505,4de6e4ba574aa9dfdc824bc44dc47fdd,PR
506,6548c2550b6e2d8f18053216e1c7b6f3,SP
507,f45122a9ab94eb4f3f8953578bc0c560,SP
508,7901646fdd36a55f564ffaf2dbccaaf7,RJ
509,6481e96574816ead57975da2c0f6d80d,SP
510,e8dba4d70f7f2b20e775d09cae01142d,SP
511,13e85aac53340018b40c2af68001b7e0,SP
512,b6dc74ed30f124f95227bed4e43a3bed,PR
